20190902,hz,余杭区,翡翠城,https://www.danke.com/room/331014359.html,翡翠城  溪悦宸府 5室2厅,建筑面积约13㎡|6楼|5室1卫|朝南,1316,https://public.danke.com.cn/public-20190124-isz_FvBeqYkozO5EKaRPofg6fjZcLxMi?imageView2/1/w/380/h/285,2019-09-02 22:15:28,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/44310933.html,翡翠城  溪悦宸府 5室2厅,建筑面积约22㎡|6楼|5室1卫|朝南,1566,https://public.danke.com.cn/public-20190124-isz_FkQEDwy7SxjDCAb2qNLRiQdMGxS6?imageView2/1/w/380/h/285,2019-09-02 22:15:29,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/1038718309.html,翡翠城  百家乐西园 8室3厅,建筑面积约21㎡|4楼|8室3卫|朝南,1458,https://public.danke.com.cn/public-20190124-isz_Fj7n6QsEhGsb3I-ppl4JXaZ413QC?imageView2/1/w/380/h/285,2019-09-02 22:15:30,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/390132618.html,翡翠城  百家乐西园 8室3厅,建筑面积约23㎡|4楼|8室3卫|朝南,1483,https://public.danke.com.cn/public-20190124-isz_FgQUPYI0PhvDyX69U6uq7BLnTsei?imageView2/1/w/380/h/285,2019-09-02 22:15:30,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/103428936.html,翡翠城  百家乐西园 8室3厅,建筑面积约24㎡|4楼|8室3卫|朝南,1541,https://public.danke.com.cn/public-20190124-isz_FtqFlhozOHqE3l-vgaO8uPdCbQQa?imageView2/1/w/380/h/285,2019-09-02 22:15:31,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/1170046280.html,翡翠城  百家乐西园 4室1厅,建筑面积约19㎡|1楼|4室1卫|朝南,1458,https://public.danke.com.cn/public-20190124-isz_FifW3y4-K_bP42Rg2F2dkHAd6e5y?imageView2/1/w/380/h/285,2019-09-02 22:15:31,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/1277794991.html,翡翠城  百家乐西园 4室1厅,建筑面积约10㎡|1楼|4室1卫|朝南,1233,https://public.danke.com.cn/public-20190124-isz_FlYedRfbCYTI4wRm3yG57Y68xzMF?imageView2/1/w/380/h/285,2019-09-02 22:15:32,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/883341838.html,翡翠城  百家乐西园 4室1厅,建筑面积约11㎡|1楼|4室1卫|朝东,1150,https://public.danke.com.cn/public-20190124-isz_Fm-ldLHJ9yHE-exllWsytI40cqfz?imageView2/1/w/380/h/285,2019-09-02 22:15:33,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/1058265709.html,翡翠城  百家乐西园 4室1厅,建筑面积约12㎡|1楼|4室1卫|朝北,1316,https://public.danke.com.cn/public-20190124-isz_FrN8VnqiovRxEo5-lYd-pio5Eep_?imageView2/1/w/380/h/285,2019-09-02 22:15:33,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/1896525653.html,翡翠城  西溪华东园 1室2厅,建筑面积约138㎡|9楼|1室1卫|朝未知,6233,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285,2019-09-02 22:15:34,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/1366087661.html,翡翠城  西溪君庐 4室2厅,建筑面积约10㎡|6楼|4室1卫|朝北,1150,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285,2019-09-02 22:15:34,
20190902,hz,余杭区,翡翠城,https://www.danke.com/room/339492163.html,翡翠城  西溪华东园 6室1厅,建筑面积约6㎡|6楼|6室0卫|朝南,2390,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285,2019-09-02 22:15:35,
