20190902,hz,江干区,钱江新城,https://www.danke.com/room/406409775.html,钱江新城  中海御道路一号四期 4室1厅,建筑面积约9㎡|26楼|4室1卫|朝西北,1585,https://public.danke.com.cn/public-20180307-lk28HhyABf8NFR6e0LGUiw5r2A-_?imageView2/1/w/380/h/285,2019-09-02 22:14:42,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/705644711.html,钱江新城  钱江三苑 3室1厅,建筑面积约11㎡|3楼|3室1卫|朝北,2050,https://public.danke.com.cn/public-20190415-FijM2RiANRaTL7fFDXdlxudoOLPC?imageView2/1/w/380/h/285,2019-09-02 22:14:43,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/1054332231.html,钱江新城  金基晓庐 4室1厅,建筑面积约12㎡|8楼|4室1卫|朝南,2310,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285,2019-09-02 22:14:44,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/1610028037.html,钱江新城  和谐嘉园南苑 3室1厅,建筑面积约11㎡|10楼|3室1卫|朝南,1908,https://public.danke.com.cn/public-20190124-isz_FvtnoMzlIGPDtdLWD0XjaCyy9Kar?imageView2/1/w/380/h/285,2019-09-02 22:14:45,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/257250059.html,钱江新城  中海御道路一号四期 4室1厅,建筑面积约20㎡|10楼|4室1卫|朝东南,2310,https://public.danke.com.cn/public-20180327-ln6h3LSeBFxwxxom_linbPZqNdDQ?imageView2/1/w/380/h/285,2019-09-02 22:14:46,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/1340970369.html,钱江新城  金基晓庐 4室1厅,建筑面积约19㎡|8楼|4室1卫|朝南,2680,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285,2019-09-02 22:14:46,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/1053552398.html,钱江新城  中海御道路一号二期 4室1厅,建筑面积约27㎡|13楼|4室1卫|朝东南,2282,https://public.danke.com.cn/public-20171228-FjdTgV8PCdJ1Iog9FyaDLsjD76FO?imageView2/1/w/380/h/285,2019-09-02 22:14:47,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/925542057.html,钱江新城  中海御道 4室2厅,建筑面积约13㎡|12楼|4室1卫|朝东南,1608,https://public.danke.com.cn/public-20190124-isz_FrG7z7Mx30MFIXdk-wfX1E9XZubg?imageView2/1/w/380/h/285,2019-09-02 22:14:48,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/1512672754.html,钱江新城  中海御道路一号四期 4室1厅,建筑面积约14㎡|16楼|4室1卫|朝南,1716,https://public.danke.com.cn/public-20180324-FiSctFF-3fybRxZv2x-FwxRcNfPO?imageView2/1/w/380/h/285,2019-09-02 22:14:49,
20190902,hz,江干区,钱江新城,https://www.danke.com/duanzu/897724708.html,钱江新城  五福苑二苑 1室1厅,建筑面积约76㎡|4楼|1室1卫|朝东南,6930,https://public.danke.com.cn/public-20190604-FlYr9sJXinn5hWvFS39_7EFJLtdh?imageView2/1/w/380/h/285,2019-09-02 22:14:51,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/612580827.html,钱江新城  中海御道 4室2厅,建筑面积约10㎡|30楼|4室2卫|朝西北,1549,https://public.danke.com.cn/public-20190124-isz_FkJ8oE3BcrsQD85ev8f1BLHLKj3B?imageView2/1/w/380/h/285,2019-09-02 22:14:52,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/1317829346.html,钱江新城  中海御道 4室2厅,建筑面积约12㎡|17楼|4室1卫|朝南,1640,https://public.danke.com.cn/public-20190124-isz_FkS1HANiPbJ_XXUsbnWP9KFZBqMr?imageView2/1/w/380/h/285,2019-09-02 22:14:53,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/998346186.html,钱江新城  盛世钱塘 4室1厅,建筑面积约9㎡|11楼|4室1卫|朝北,1915,https://public.danke.com.cn/public-20181015-FkN8_5zYC5RnKDci8hPQYb7Sx5qv?imageView2/1/w/380/h/285,2019-09-02 22:14:54,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/225790342.html,钱江新城  中海御道 4室2厅,建筑面积约14㎡|18楼|4室2卫|朝东南,1741,https://public.danke.com.cn/public-20190124-isz_Fk1BUhxfqrOc-Ozc5WN2lDeNt9c9?imageView2/1/w/380/h/285,2019-09-02 22:14:55,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/610222866.html,钱江新城  中海御道路一号四期 4室1厅,建筑面积约20㎡|15楼|4室1卫|朝东南,1980,https://public.danke.com.cn/public-20180320-lvkcCl7k_gyxINjHxjfQFgXN52N8?imageView2/1/w/380/h/285,2019-09-02 22:14:56,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/445371607.html,钱江新城  中海御道路一号四期 4室1厅,建筑面积约19㎡|17楼|4室1卫|朝南,1970,https://public.danke.com.cn/public-20180307-lkYK8MeqxKFju3DjeM7S9HGqDSrK?imageView2/1/w/380/h/285,2019-09-02 22:14:57,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/857042027.html,钱江新城  盛世钱塘 4室1厅,建筑面积约24㎡|11楼|4室1卫|朝南,2896,https://public.danke.com.cn/public-20181015-FkJZ9Oi2_u-Zu22dcW8qTlXAXoGY?imageView2/1/w/380/h/285,2019-09-02 22:14:57,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/2121902845.html,钱江新城  三堡家园 3室1厅,建筑面积约13㎡|9楼|3室1卫|朝南,1824,https://public.danke.com.cn/public-20190214-Fr15BjANSIkL7diwbUur79Mr8O-J?imageView2/1/w/380/h/285,2019-09-02 22:14:58,
20190902,hz,江干区,钱江新城,https://www.danke.com/room/298595016.html,钱江新城  中海御道路一号四期 4室1厅,建筑面积约20㎡|26楼|4室1卫|朝东南,2282,https://public.danke.com.cn/public-20180307-ll9bLmfb7T9bj3Ny87fEsFf81Vn9?imageView2/1/w/380/h/285,2019-09-02 22:14:59,
