20190902,hz,西湖区,古荡,https://www.danke.com/room/1671048448.html,古荡  古荡新村东区 2室1厅,建筑面积约13㎡|5楼|2室1卫|朝南,1824,https://public.danke.com.cn/public-20190416-Fon9WB-R01_rwRvARSEiPNUWQS1X?imageView2/1/w/380/h/285,2019-09-02 22:13:58,
20190902,hz,西湖区,古荡,https://www.danke.com/room/259253223.html,古荡  亚洲城花园东区 4室1厅,建筑面积约13㎡|2楼|4室1卫|朝南,2010,https://public.danke.com.cn/public-20190812-FlcSS376YBozjue7-MwOZNt-GZh9?imageView2/1/w/380/h/285,2019-09-02 22:13:58,
20190902,hz,西湖区,古荡,https://www.danke.com/room/1877346323.html,古荡  塘苗路28号 2室1厅,建筑面积约17㎡|2楼|2室1卫|朝南,2071,https://public.danke.com.cn/public-20190601-Fot1M3NnNYPTESS879mHLpRzQ3Bx?imageView2/1/w/380/h/285,2019-09-02 22:13:59,
20190902,hz,西湖区,古荡,https://www.danke.com/room/399783900.html,古荡  亚洲城花园 4室1厅,建筑面积约13㎡|5楼|4室1卫|朝南,1708,https://public.danke.com.cn/public-20180514-FuPg2qsdyGPGTbcIQ_jO-XRgr6d_?imageView2/1/w/380/h/285,2019-09-02 22:14:00,
20190902,hz,西湖区,古荡,https://www.danke.com/room/1539665685.html,古荡  中融城市花园 4室1厅,建筑面积约8㎡|6楼|4室1卫|朝南,1880,https://public.danke.com.cn/public-20190830-FoR0cUuDKVMBiRXBiCwydAdqwWOS?imageView2/1/w/380/h/285,2019-09-02 22:14:00,
20190902,hz,西湖区,古荡,https://www.danke.com/room/1488844754.html,古荡  亚洲城花园西区 4室1厅,建筑面积约9㎡|2楼|4室1卫|朝西北,1683,https://public.danke.com.cn/public-20180801-Fl38uJr4RHDsuMxc1N8cuLAFJxnJ?imageView2/1/w/380/h/285,2019-09-02 22:14:01,
20190902,hz,西湖区,古荡,https://www.danke.com/room/1876451104.html,古荡  富丽苑 3室1厅,建筑面积约11㎡|2楼|3室1卫|朝北,1850,https://public.danke.com.cn/public-20190827-FgO3SdVXdGzpFu8DYlbAyNkJG6Ng?imageView2/1/w/380/h/285,2019-09-02 22:14:01,
20190902,hz,西湖区,古荡,https://www.danke.com/room/1252961499.html,古荡  中融城市花园 4室1厅,建筑面积约21㎡|6楼|4室1卫|朝南,3180,https://public.danke.com.cn/public-20190830-Fq5AAp2_xjjTCldTEyffUTUr1gsB?imageView2/1/w/380/h/285,2019-09-02 22:14:01,
20190902,hz,西湖区,古荡,https://www.danke.com/duanzu/1381802692.html,古荡  古荡新村东区 1室1厅,建筑面积约52㎡|5楼|1室1卫|朝南,3830,https://public.danke.com.cn/public-20190607-FhOarUtBdDA0bFwcznDcDyOd5s7I?imageView2/1/w/380/h/285,2019-09-02 22:14:02,
20190902,hz,西湖区,古荡,https://www.danke.com/room/1292383753.html,古荡  天目山路323号 4室1厅,建筑面积约10㎡|1楼|4室1卫|朝西北,1516,https://public.danke.com.cn/public-20180622-Fg1BSkNCdV4xFbxoFGx_jgMI5F0z?imageView2/1/w/380/h/285,2019-09-02 22:14:02,
